name,coefficient
202119_s_at,0.075506378387217
202887_s_at,0.021611782939921
203523_at,0.034405769133026
206310_at,0.054452832622232
213241_at,0.048353069189826
223044_at,0.000914742548309
226545_at,0.087567648221765
228365_at,0.058582460144111
235046_at,0.05541780866226
