sample,X226545_at
GSM158718.CEL.gz,0.575398735714086
GSM158723.CEL.gz,0.591637618319025
GSM158736.CEL.gz,0.70890999575216
GSM158737.CEL.gz,0.582448707880878
GSM158740.CEL.gz,0.689449734778863
GSM158744.CEL.gz,0.59370468617465
GSM158751.CEL.gz,0.49467457419627
GSM158757.CEL.gz,0.710947969951344
GSM158758.CEL.gz,0.51132844687661
GSM158759.CEL.gz,0.818324451095595
GSM158761.CEL.gz,0.865862904157182
GSM158763.CEL.gz,0.563613729858429
GSM158764.CEL.gz,0.498820593588051
GSM158788.CEL.gz,0.837985235774085
GSM158792.CEL.gz,0.819194216913196
GSM158804.CEL.gz,0.761357090573705
GSM158807.CEL.gz,0.520998527955648
GSM158818.CEL.gz,0.548506766052974
GSM158822.CEL.gz,0.761742574186228
GSM158826.CEL.gz,0.508383008570421
GSM158828.CEL.gz,0.615413012278724
GSM158831.CEL.gz,0.850360776201642
GSM158846.CEL.gz,0.466905294259478
GSM158850.CEL.gz,0.780559729535244
GSM158857.CEL.gz,0.664905092194485
GSM158862.CEL.gz,0.65778522239443
GSM158866.CEL.gz,0.477537885499865
GSM158867.CEL.gz,0.512230089929016
GSM158868.CEL.gz,0.568418249098612
GSM158869.CEL.gz,0.75138813604831
GSM158879.CEL.gz,0.764853627216835
GSM158880.CEL.gz,0.684005803244841
GSM158882.CEL.gz,0.806874115238712
GSM158884.CEL.gz,0.563822478319762
GSM158891.CEL.gz,0.482707289817168
GSM158901.CEL.gz,0.891205122289221
GSM158910.CEL.gz,0.785674446027852
GSM158924.CEL.gz,0.515945880047465
GSM158928.CEL.gz,0.591995004296233
GSM158930.CEL.gz,0.879724160749006
GSM158935.CEL.gz,0.514646529036695
GSM158936.CEL.gz,0.601866665619542
GSM158937.CEL.gz,0.600210758081385
GSM158939.CEL.gz,0.803181721066132
GSM158943.CEL.gz,0.486870960583109
GSM158949.CEL.gz,0.502852197171881
GSM158956.CEL.gz,0.491170060110648
GSM158964.CEL.gz,0.574068740359101
GSM158979.CEL.gz,0.713509529052129
GSM158983.CEL.gz,0.696758104256428
GSM158994.CEL.gz,0.478392452400675
GSM159003.CEL.gz,0.735305111969544
GSM159007.CEL.gz,0.649048570920596
GSM159011.CEL.gz,0.768931189331717
GSM159016.CEL.gz,0.780547823412283
GSM159018.CEL.gz,0.510880004656999
GSM159019.CEL.gz,0.757991362536294
GSM159024.CEL.gz,0.903938406245735
GSM159028.CEL.gz,0.632590814210801
GSM159033.CEL.gz,0.593607030611324
GSM159040.CEL.gz,0.532307805244399
GSM159045.CEL.gz,0.921761640363147
GSM159051.CEL.gz,0.521878877312318
GSM159052.CEL.gz,0.631797209551584
GSM159056.CEL.gz,0.633203281326587
GSM159060.CEL.gz,0.503859553259904
GSM159062.CEL.gz,0.672933874216339
GSM159063.CEL.gz,0.586667776018734
GSM159069.CEL.gz,0.763454484320823
GSM159071.CEL.gz,0.903698246590303
GSM159080.CEL.gz,0.605835581783335
GSM159087.CEL.gz,0.546364363666791
GSM159099.CEL.gz,0.914780213615939
GSM159102.CEL.gz,0.487454394865904
GSM159103.CEL.gz,0.771295429168645
GSM159117.CEL.gz,0.864915010609574
GSM159121.CEL.gz,0.720926905272647
GSM159126.CEL.gz,0.696422227291053
GSM159131.CEL.gz,0.530810558859522
GSM159134.CEL.gz,0.791404773571025
GSM159139.CEL.gz,0.699656223386472
GSM159141.CEL.gz,0.489827154297973
GSM159144.CEL.gz,0.662674978531906
GSM159146.CEL.gz,0.870026914803041
GSM159152.CEL.gz,0.506618235854206
GSM159155.CEL.gz,0.648029373974452
GSM159160.CEL.gz,0.793581190342483
GSM159161.CEL.gz,0.802006228175662
GSM159162.CEL.gz,0.550090735587157
GSM159163.CEL.gz,0.871027842637586
GSM159169.CEL.gz,0.766555886067176
GSM158712.CEL.gz,0.519952828886467
GSM158714.CEL.gz,0.480005065556185
GSM158716.CEL.gz,0.524558583252716
GSM158719.CEL.gz,0.476805866186809
GSM158721.CEL.gz,0.51549285599166
GSM158722.CEL.gz,0.537874919499934
GSM158725.CEL.gz,0.541548252694079
GSM158728.CEL.gz,0.50329825863334
GSM158742.CEL.gz,0.570725761492636
GSM158750.CEL.gz,0.486584639886617
GSM158752.CEL.gz,0.757587921675396
GSM158756.CEL.gz,0.525521017476223
GSM158773.CEL.gz,0.470894812234823
GSM158775.CEL.gz,0.721374383320742
GSM158781.CEL.gz,0.505504407043047
GSM158782.CEL.gz,0.481512797446823
GSM158791.CEL.gz,0.504401144125601
GSM158799.CEL.gz,0.505121991391485
GSM158803.CEL.gz,0.674567767091506
GSM158810.CEL.gz,0.478131285723697
GSM158811.CEL.gz,0.480254825782337
GSM158812.CEL.gz,0.485051007948933
GSM158813.CEL.gz,0.52880470816571
GSM158814.CEL.gz,0.561055926996005
GSM158820.CEL.gz,0.722735028959082
GSM158830.CEL.gz,0.664966720166859
GSM158833.CEL.gz,0.489831850429274
GSM158839.CEL.gz,0.690200705801655
GSM158841.CEL.gz,0.4972087022348
GSM158849.CEL.gz,0.47816291413263
GSM158851.CEL.gz,0.49968149389165
GSM158853.CEL.gz,0.504213762296993
GSM158859.CEL.gz,0.460715419018025
GSM158860.CEL.gz,0.553985420168029
GSM158861.CEL.gz,0.498755132536755
GSM158863.CEL.gz,0.535501522907824
GSM158873.CEL.gz,0.514775323708193
GSM158877.CEL.gz,0.545782353439825
GSM158878.CEL.gz,0.488479314335128
GSM158885.CEL.gz,0.487573632701396
GSM158888.CEL.gz,0.502128243993352
GSM158890.CEL.gz,0.487902132466834
GSM158899.CEL.gz,0.552304634975462
GSM158900.CEL.gz,0.634246634082685
GSM158904.CEL.gz,0.567125993825789
GSM158905.CEL.gz,0.840339922732012
GSM158906.CEL.gz,0.485102522868234
GSM158911.CEL.gz,0.478847241634176
GSM158912.CEL.gz,0.541779662264077
GSM158914.CEL.gz,0.55886762606157
GSM158918.CEL.gz,0.739333269785968
GSM158919.CEL.gz,0.633253961942857
GSM158920.CEL.gz,0.495754022549683
GSM158921.CEL.gz,0.470894999173545
GSM158922.CEL.gz,0.643248382800027
GSM158923.CEL.gz,0.666481942285899
GSM158925.CEL.gz,0.508941408049828
GSM158927.CEL.gz,0.530198706319006
GSM158931.CEL.gz,0.7474392379767
GSM158945.CEL.gz,0.528346898083169
GSM158959.CEL.gz,0.653829791947887
GSM158966.CEL.gz,0.510357924563455
GSM158969.CEL.gz,0.487597963420257
GSM158970.CEL.gz,0.47671497379744
GSM158975.CEL.gz,0.509329703854125
GSM158980.CEL.gz,0.579763523303315
GSM158982.CEL.gz,0.510466538321144
GSM158984.CEL.gz,0.530362532982911
GSM158985.CEL.gz,0.493501533293179
GSM158991.CEL.gz,0.476227076299063
GSM158993.CEL.gz,0.641737768376127
GSM158999.CEL.gz,0.674061316949771
GSM159005.CEL.gz,0.49270948275943
GSM159006.CEL.gz,0.651858499475995
GSM159012.CEL.gz,0.495899899539278
GSM159026.CEL.gz,0.507496135684789
GSM159031.CEL.gz,0.497587982582903
GSM159032.CEL.gz,0.4826861888668
GSM159037.CEL.gz,0.494795131399721
GSM159050.CEL.gz,0.541168989159035
GSM159059.CEL.gz,0.670849079658698
GSM159061.CEL.gz,0.508192565075861
GSM159068.CEL.gz,0.490453518140678
GSM159081.CEL.gz,0.541282533660869
GSM159082.CEL.gz,0.479859518604457
GSM159083.CEL.gz,0.651900890126325
GSM159084.CEL.gz,0.783336621451138
GSM159097.CEL.gz,0.515649755801332
GSM159105.CEL.gz,0.527156148489649
GSM159110.CEL.gz,0.532616115065381
GSM159111.CEL.gz,0.474874837848604
GSM159124.CEL.gz,0.597767570910516
GSM159142.CEL.gz,0.480089520514535
GSM159143.CEL.gz,0.506202651445333
GSM159147.CEL.gz,0.489988394713465
GSM159149.CEL.gz,0.483831495356043
GSM159166.CEL.gz,0.498296423066699
GSM158711.CEL.gz,0.473647980940444
GSM158713.CEL.gz,0.603473003581398
GSM158715.CEL.gz,0.564297795520275
GSM158717.CEL.gz,0.494931716399756
GSM158720.CEL.gz,0.492280103071996
GSM158724.CEL.gz,0.742874040934433
GSM158726.CEL.gz,0.70565855355285
GSM158727.CEL.gz,0.505578624328884
GSM158729.CEL.gz,0.540501244117477
GSM158730.CEL.gz,0.757380471255407
GSM158731.CEL.gz,0.626624093042255
GSM158732.CEL.gz,0.562265437784418
GSM158733.CEL.gz,0.499575900225435
GSM158734.CEL.gz,0.670744752416021
GSM158735.CEL.gz,0.538394258330802
GSM158738.CEL.gz,0.52574419165416
GSM158739.CEL.gz,0.674446174688102
GSM158741.CEL.gz,0.483442217517859
GSM158743.CEL.gz,0.887275201052436
GSM158745.CEL.gz,0.80267611989743
GSM158746.CEL.gz,0.522031315767042
GSM158747.CEL.gz,0.586852787126563
GSM158748.CEL.gz,0.851036524683988
GSM158749.CEL.gz,0.519124221255293
GSM158753.CEL.gz,0.54165492680606
GSM158754.CEL.gz,0.634640474605539
GSM158755.CEL.gz,0.613376498739754
GSM158760.CEL.gz,0.632613223943731
GSM158762.CEL.gz,0.642410128994675
GSM158765.CEL.gz,0.582075933185063
GSM158766.CEL.gz,0.646223109026462
GSM158767.CEL.gz,0.540036517159968
GSM158768.CEL.gz,0.754277774949768
GSM158769.CEL.gz,0.785484831092109
GSM158770.CEL.gz,0.736137842961927
GSM158771.CEL.gz,0.523102966846979
GSM158772.CEL.gz,0.490554627884607
GSM158774.CEL.gz,0.55509402936065
GSM158776.CEL.gz,0.567015617581796
GSM158777.CEL.gz,0.497437483983971
GSM158778.CEL.gz,0.552294416894017
GSM158779.CEL.gz,0.601045900246561
GSM158780.CEL.gz,0.69280874464926
GSM158783.CEL.gz,0.567102962240061
GSM158784.CEL.gz,0.798646449293079
GSM158785.CEL.gz,0.622870921223861
GSM158786.CEL.gz,0.496813326610669
GSM158787.CEL.gz,0.493298642498917
GSM158789.CEL.gz,0.855695095138291
GSM158790.CEL.gz,0.526789772916818
GSM158793.CEL.gz,0.528466142790775
GSM158794.CEL.gz,0.487415495650654
GSM158795.CEL.gz,0.662183710218045
GSM158796.CEL.gz,0.827858303225807
GSM158797.CEL.gz,0.774769793521847
GSM158798.CEL.gz,0.637944111956306
GSM158800.CEL.gz,0.491589869226153
GSM158801.CEL.gz,0.507857414462271
GSM158802.CEL.gz,0.506436236027549
GSM158805.CEL.gz,0.653707467862824
GSM158806.CEL.gz,0.487666015797157
GSM158808.CEL.gz,0.800372548672809
GSM158809.CEL.gz,0.520006118819704
GSM158815.CEL.gz,0.611233759985434
GSM158816.CEL.gz,0.822254281583625
GSM158817.CEL.gz,0.579833574384234
GSM158819.CEL.gz,0.49902025673889
GSM158821.CEL.gz,0.529805921195813
GSM158823.CEL.gz,0.512141453962347
GSM158824.CEL.gz,0.640122948477533
GSM158825.CEL.gz,0.502038537198732
GSM158827.CEL.gz,0.550202977528522
GSM158829.CEL.gz,0.674538171544195
GSM158832.CEL.gz,0.653175817163633
GSM158834.CEL.gz,0.517788329025211
GSM158835.CEL.gz,0.754784908235541
GSM158836.CEL.gz,0.623675812988609
GSM158837.CEL.gz,0.484294171520617
GSM158838.CEL.gz,0.806819094299818
GSM158840.CEL.gz,0.473050754277813
GSM158842.CEL.gz,0.772041775841827
GSM158843.CEL.gz,0.537054227750086
GSM158844.CEL.gz,0.886699260303071
GSM158847.CEL.gz,0.627469209184337
GSM158848.CEL.gz,0.639416219934247
GSM158852.CEL.gz,0.496646324377749
GSM158854.CEL.gz,0.839261277596577
GSM158855.CEL.gz,0.495315411354319
GSM158856.CEL.gz,0.768683273247687
GSM158858.CEL.gz,0.501064993148189
GSM158864.CEL.gz,0.636359257384868
GSM158865.CEL.gz,0.508475714734562
GSM158870.CEL.gz,0.671918075470099
GSM158871.CEL.gz,0.515671525214722
GSM158872.CEL.gz,0.585611193318133
GSM158874.CEL.gz,0.607760984024538
GSM158875.CEL.gz,0.814261679111651
GSM158876.CEL.gz,0.526028120417733
GSM158883.CEL.gz,0.55126902560178
GSM158886.CEL.gz,0.795448031244747
GSM158889.CEL.gz,0.509438245134263
GSM158892.CEL.gz,0.515839021307935
GSM158893.CEL.gz,0.505314767018264
GSM158894.CEL.gz,0.512210788757565
GSM158895.CEL.gz,0.540690888272793
GSM158896.CEL.gz,0.503675132688009
GSM158897.CEL.gz,0.515622600363471
GSM158898.CEL.gz,0.573135111389172
GSM158902.CEL.gz,0.535673083871443
GSM158903.CEL.gz,0.50741123270476
GSM158907.CEL.gz,0.496885466136815
GSM158908.CEL.gz,0.851272925352152
GSM158909.CEL.gz,0.53098191331109
GSM158913.CEL.gz,0.883252470340845
GSM158916.CEL.gz,0.517497651206729
GSM158917.CEL.gz,0.592660606743515
GSM158926.CEL.gz,0.7272384585847
GSM158929.CEL.gz,0.699585508078314
GSM158932.CEL.gz,0.481648273307741
GSM158933.CEL.gz,0.756548408340838
GSM158934.CEL.gz,0.534736877981758
GSM158938.CEL.gz,0.496311366033774
GSM158940.CEL.gz,0.486368746257843
GSM158941.CEL.gz,0.875429931413446
GSM158942.CEL.gz,0.509573362756141
GSM158944.CEL.gz,0.769882437364648
GSM158946.CEL.gz,0.501359863695515
GSM158947.CEL.gz,0.587592975919827
GSM158948.CEL.gz,0.486944881642994
GSM158950.CEL.gz,0.516972769503757
GSM158951.CEL.gz,0.541587808255685
GSM158952.CEL.gz,0.606167540889639
GSM158953.CEL.gz,0.548574596553321
GSM158954.CEL.gz,0.497775112195848
GSM158955.CEL.gz,0.514547802299806
GSM158957.CEL.gz,0.477756846127234
GSM158958.CEL.gz,0.733122048811057
GSM158960.CEL.gz,0.507233269191452
GSM158961.CEL.gz,0.731218150143007
GSM158962.CEL.gz,0.744078393800952
GSM158963.CEL.gz,0.595315731296448
GSM158965.CEL.gz,0.471390676858661
GSM158967.CEL.gz,0.571059542846475
GSM158968.CEL.gz,0.553368833923866
GSM158971.CEL.gz,0.524277995472598
GSM158972.CEL.gz,0.513504751627647
GSM158973.CEL.gz,0.49498123512023
GSM158974.CEL.gz,0.538602211683929
GSM158976.CEL.gz,0.554264814501224
GSM158977.CEL.gz,0.670646215787875
GSM158978.CEL.gz,0.501730136555283
GSM158981.CEL.gz,0.473940404010681
GSM158986.CEL.gz,0.498236650794128
GSM158987.CEL.gz,0.493145429652347
GSM158988.CEL.gz,0.499427714668631
GSM158992.CEL.gz,0.519876383889633
GSM158995.CEL.gz,0.885687395648353
GSM158998.CEL.gz,0.528540927830993
GSM159000.CEL.gz,0.783748130734425
GSM159001.CEL.gz,0.538439308731592
GSM159002.CEL.gz,0.586936313142669
GSM159004.CEL.gz,0.475962039763957
GSM159009.CEL.gz,0.489850954369581
GSM159010.CEL.gz,0.727352188189045
GSM159013.CEL.gz,0.512984766867624
GSM159014.CEL.gz,0.464356046430286
GSM159015.CEL.gz,0.561647768957507
GSM159017.CEL.gz,0.488964556481273
GSM159020.CEL.gz,0.792987751506765
GSM159021.CEL.gz,0.498241262728381
GSM159022.CEL.gz,0.725088830589573
GSM159023.CEL.gz,0.725891649566288
GSM159025.CEL.gz,0.50472789603757
GSM159027.CEL.gz,0.574635314398579
GSM159029.CEL.gz,0.528466375924125
GSM159030.CEL.gz,0.495769210552881
GSM159034.CEL.gz,0.531417365419669
GSM159035.CEL.gz,0.556198959734541
GSM159036.CEL.gz,0.754443324306784
GSM159038.CEL.gz,0.784768906445425
GSM159039.CEL.gz,0.633294122953997
GSM159041.CEL.gz,0.663721027534991
GSM159042.CEL.gz,0.63527770229404
GSM159043.CEL.gz,0.531043258200655
GSM159044.CEL.gz,0.48925437943276
GSM159046.CEL.gz,0.929638789953702
GSM159047.CEL.gz,0.515954744305645
GSM159048.CEL.gz,0.696383870217079
GSM159049.CEL.gz,0.532707363620061
GSM159053.CEL.gz,0.475351118690927
GSM159054.CEL.gz,0.488980229656702
GSM159055.CEL.gz,0.721956908690732
GSM159057.CEL.gz,0.531965109606424
GSM159058.CEL.gz,0.545432867876138
GSM159064.CEL.gz,0.597363500052442
GSM159065.CEL.gz,0.490196053860305
GSM159066.CEL.gz,0.670477370033169
GSM159067.CEL.gz,0.65468447479825
GSM159070.CEL.gz,0.64142697152218
GSM159072.CEL.gz,0.592940739656725
GSM159073.CEL.gz,0.695596218060515
GSM159074.CEL.gz,0.64733719266408
GSM159075.CEL.gz,0.578544534849477
GSM159076.CEL.gz,0.51035953457906
GSM159077.CEL.gz,0.823565680227122
GSM159078.CEL.gz,0.494487450113077
GSM159079.CEL.gz,0.727695060396037
GSM159085.CEL.gz,0.605603965359295
GSM159086.CEL.gz,0.730348982681728
GSM159088.CEL.gz,0.745040835661065
GSM159089.CEL.gz,0.647279417786653
GSM159090.CEL.gz,0.494539699324861
GSM159091.CEL.gz,0.500983242200193
GSM159092.CEL.gz,0.526525083763519
GSM159093.CEL.gz,0.503993275784889
GSM159094.CEL.gz,0.730208627995045
GSM159095.CEL.gz,0.815013752870402
GSM159096.CEL.gz,0.546035146845778
GSM159098.CEL.gz,0.538962036309539
GSM159100.CEL.gz,0.837602883193989
GSM159101.CEL.gz,0.572586410656625
GSM159104.CEL.gz,0.510404551154354
GSM159106.CEL.gz,0.576995704188081
GSM159107.CEL.gz,0.517499901850513
GSM159108.CEL.gz,0.504177846345973
GSM159109.CEL.gz,0.501724916581886
GSM159112.CEL.gz,0.497601487469679
GSM159113.CEL.gz,0.689485984806789
GSM159115.CEL.gz,0.524391842346964
GSM159116.CEL.gz,0.702136273883678
GSM159118.CEL.gz,0.879144553953
GSM159119.CEL.gz,0.528139936448238
GSM159120.CEL.gz,0.634744749010202
GSM159122.CEL.gz,0.497859774961009
GSM159123.CEL.gz,0.490946104607817
GSM159125.CEL.gz,0.640980853725055
GSM159128.CEL.gz,0.627269293605475
GSM159129.CEL.gz,0.550210804059548
GSM159130.CEL.gz,0.596501753126882
GSM159132.CEL.gz,0.549964126259219
GSM159133.CEL.gz,0.691524772842164
GSM159135.CEL.gz,0.487457319867611
GSM159140.CEL.gz,0.649607599113664
GSM159145.CEL.gz,0.615243783796229
GSM159148.CEL.gz,0.655129092615174
GSM159150.CEL.gz,0.557935886140878
GSM159151.CEL.gz,0.537719804229461
GSM159153.CEL.gz,0.525408307824696
GSM159154.CEL.gz,0.785854808238231
GSM159156.CEL.gz,0.793674501327697
GSM159157.CEL.gz,0.581030345971765
GSM159158.CEL.gz,0.759903405501531
GSM159159.CEL.gz,0.782443990917759
GSM159164.CEL.gz,0.517003444203619
GSM159165.CEL.gz,0.5904234581705
GSM159167.CEL.gz,0.515939761403967
GSM159168.CEL.gz,0.601839163248271
GSM159170.CEL.gz,0.556988559632808
GSM159171.CEL.gz,0.502554017243131
