,X226545_at,score
0,0.5753987357140862,1.1507974714281723
1,0.5916376183190246,1.1832752366380492
2,0.7089099957521602,1.4178199915043204
3,0.5824487078808781,1.1648974157617562
4,0.6894497347788633,1.3788994695577266
5,0.5937046861746497,1.1874093723492993
6,0.4946745741962705,0.989349148392541
7,0.7109479699513445,1.421895939902689
8,0.5113284468766104,1.0226568937532208
9,0.8183244510955946,1.6366489021911892
10,0.8658629041571826,1.7317258083143652
11,0.5636137298584294,1.1272274597168588
12,0.4988205935880508,0.9976411871761016
13,0.8379852357740851,1.6759704715481702
14,0.8191942169131958,1.6383884338263917
15,0.7613570905737048,1.5227141811474096
16,0.5209985279556477,1.0419970559112954
17,0.5485067660529741,1.0970135321059482
18,0.7617425741862279,1.5234851483724559
19,0.5083830085704212,1.0167660171408424
20,0.6154130122787236,1.2308260245574472
21,0.8503607762016415,1.700721552403283
22,0.4669052942594777,0.9338105885189554
23,0.7805597295352437,1.5611194590704873
24,0.6649050921944852,1.3298101843889705
25,0.6577852223944296,1.3155704447888592
26,0.47753788549986514,0.9550757709997303
27,0.5122300899290158,1.0244601798580315
28,0.5684182490986124,1.1368364981972248
29,0.7513881360483101,1.5027762720966202
30,0.7648536272168348,1.5297072544336696
31,0.6840058032448408,1.3680116064896817
32,0.8068741152387119,1.6137482304774238
33,0.5638224783197621,1.1276449566395241
34,0.48270728981716815,0.9654145796343363
35,0.891205122289221,1.782410244578442
36,0.7856744460278524,1.5713488920557048
37,0.5159458800474649,1.0318917600949298
38,0.591995004296233,1.183990008592466
39,0.8797241607490058,1.7594483214980117
40,0.5146465290366948,1.0292930580733897
41,0.6018666656195424,1.2037333312390848
42,0.6002107580813851,1.2004215161627703
43,0.8031817210661322,1.6063634421322643
44,0.4868709605831086,0.9737419211662172
45,0.5028521971718808,1.0057043943437616
46,0.491170060110648,0.982340120221296
47,0.5740687403591007,1.1481374807182014
48,0.7135095290521286,1.4270190581042572
49,0.6967581042564285,1.393516208512857
50,0.4783924524006748,0.9567849048013496
51,0.7353051119695436,1.4706102239390872
52,0.6490485709205961,1.2980971418411922
53,0.7689311893317173,1.5378623786634347
