sample,X202119_s_at
GSM158718.CEL.gz,9.70525232315414
GSM158723.CEL.gz,9.6801090744713
GSM158736.CEL.gz,10.6091257709514
GSM158737.CEL.gz,10.2965394790831
GSM158740.CEL.gz,10.3464231643569
GSM158744.CEL.gz,8.54447475448732
GSM158751.CEL.gz,10.0397099684124
GSM158757.CEL.gz,9.57583956607667
GSM158758.CEL.gz,8.97354060258822
GSM158759.CEL.gz,10.035321878657
GSM158761.CEL.gz,11.2650471562207
GSM158763.CEL.gz,10.3540665076413
GSM158764.CEL.gz,10.8284731320608
GSM158788.CEL.gz,10.0621343890139
GSM158792.CEL.gz,10.3224007083933
GSM158804.CEL.gz,10.6119380419069
GSM158807.CEL.gz,10.1267451201609
GSM158818.CEL.gz,9.97292507803714
GSM158822.CEL.gz,10.270470423019
GSM158826.CEL.gz,10.2985584319384
GSM158828.CEL.gz,8.30780748359492
GSM158831.CEL.gz,9.14622379843872
GSM158846.CEL.gz,10.3377803700003
GSM158850.CEL.gz,8.86583141618011
GSM158857.CEL.gz,10.2074237484734
GSM158862.CEL.gz,10.6204963608197
GSM158866.CEL.gz,9.53130643242257
GSM158867.CEL.gz,10.079910270886
GSM158868.CEL.gz,9.9409261427081
GSM158869.CEL.gz,10.1352821062067
GSM158879.CEL.gz,9.55579040141929
GSM158880.CEL.gz,9.73582750737208
GSM158882.CEL.gz,4.96073957859113
GSM158884.CEL.gz,10.2348160094056
GSM158891.CEL.gz,8.46418887909811
GSM158901.CEL.gz,10.2683412169757
GSM158910.CEL.gz,9.19932974764144
GSM158924.CEL.gz,8.85036909039071
GSM158928.CEL.gz,10.1321410907246
GSM158930.CEL.gz,9.99392364984358
GSM158935.CEL.gz,7.56270143012169
GSM158936.CEL.gz,9.83843158570576
GSM158937.CEL.gz,8.06557474906411
GSM158939.CEL.gz,10.8201262100599
GSM158943.CEL.gz,8.96790816818357
GSM158949.CEL.gz,8.35772136642662
GSM158956.CEL.gz,7.97404391160013
GSM158964.CEL.gz,9.41211758568041
GSM158979.CEL.gz,9.73253859100894
GSM158983.CEL.gz,7.76112041813346
GSM158994.CEL.gz,7.64360560386102
GSM159003.CEL.gz,10.1403308573712
GSM159007.CEL.gz,10.1574557072015
GSM159011.CEL.gz,9.56089964887189
GSM159016.CEL.gz,10.6151615110126
GSM159018.CEL.gz,10.4715876258889
GSM159019.CEL.gz,9.23629789829162
GSM159024.CEL.gz,10.559311864542
GSM159028.CEL.gz,9.95611640298943
GSM159033.CEL.gz,8.61987050069643
GSM159040.CEL.gz,9.29851681531522
GSM159045.CEL.gz,8.71398964032553
GSM159051.CEL.gz,7.43925549278827
GSM159052.CEL.gz,9.50911822726719
GSM159056.CEL.gz,9.58330860710328
GSM159060.CEL.gz,8.84328237731627
GSM159062.CEL.gz,10.3964623172186
GSM159063.CEL.gz,10.221732791425
GSM159069.CEL.gz,10.3683328094114
GSM159071.CEL.gz,10.7065377438433
