"name" "coefficient"
"X202119_s_at" 0.0755063783872172
"X202887_s_at" 0.021611782939921
"X203523_at" 0.0344057691330257
"X206310_at" 0.0544528326222322
"X213241_at" 0.0483530691898261
"X223044_at" 0.000914742548308801
"X226545_at" 0.0875676482217646
"X228365_at" 0.0585824601441114
"X235046_at" 0.0554178086622602
