sample,X202119_s_at
GSM158718.CEL.gz,0.732804781912076
GSM158723.CEL.gz,0.73090631577703
GSM158736.CEL.gz,0.801052650461456
GSM158737.CEL.gz,0.777450509907649
GSM158740.CEL.gz,0.781217027447932
GSM158744.CEL.gz,0.64515911081232
GSM158751.CEL.gz,0.758058340874947
GSM158757.CEL.gz,0.723033342276185
GSM158758.CEL.gz,0.677556156739026
GSM158759.CEL.gz,0.757727013769875
GSM158761.CEL.gz,0.8505786505776
GSM158763.CEL.gz,0.781794145725964
GSM158764.CEL.gz,0.817614692309383
GSM158788.CEL.gz,0.759751519176884
GSM158792.CEL.gz,0.779403187887944
GSM158804.CEL.gz,0.801264993792222
GSM158807.CEL.gz,0.764630017042869
GSM158818.CEL.gz,0.753015680942272
GSM158822.CEL.gz,0.775482139760473
GSM158826.CEL.gz,0.777602952961941
GSM158828.CEL.gz,0.627289311856318
GSM158831.CEL.gz,0.690594774124914
GSM158846.CEL.gz,0.780564444617243
GSM158850.CEL.gz,0.669423466910095
GSM158857.CEL.gz,0.770721737552232
GSM158862.CEL.gz,0.801911198220052
GSM158866.CEL.gz,0.719670823486499
GSM158867.CEL.gz,0.761093704913518
GSM158868.CEL.gz,0.750599569331318
GSM158869.CEL.gz,0.765274610711243
GSM158879.CEL.gz,0.721519510049565
GSM158880.CEL.gz,0.735113391771636
GSM158882.CEL.gz,0.374565602621102
GSM158884.CEL.gz,0.772790017606179
GSM158891.CEL.gz,0.639097045505182
GSM158901.CEL.gz,0.775321371928967
GSM158910.CEL.gz,0.694604591925415
GSM158924.CEL.gz,0.668255968539041
GSM158928.CEL.gz,0.765037445196252
GSM158930.CEL.gz,0.754601199105089
GSM158935.CEL.gz,0.571029334182768
GSM158936.CEL.gz,0.742860615310299
GSM158937.CEL.gz,0.608999287002835
GSM158939.CEL.gz,0.816984449616783
GSM158943.CEL.gz,0.677130874146869
GSM158949.CEL.gz,0.631058109493408
GSM158956.CEL.gz,0.602088159589279
GSM158964.CEL.gz,0.710671350424385
GSM158979.CEL.gz,0.734865058852721
GSM158983.CEL.gz,0.586011158291585
GSM158994.CEL.gz,0.57713808472513
GSM159003.CEL.gz,0.76565582171667
GSM159007.CEL.gz,0.766948850627956
GSM159011.CEL.gz,0.721905288887721
GSM159016.CEL.gz,0.801508385050517
GSM159018.CEL.gz,0.790667695280367
GSM159019.CEL.gz,0.697395909108407
GSM159024.CEL.gz,0.797291401644108
GSM159028.CEL.gz,0.75174652512412
GSM159033.CEL.gz,0.650851942025585
GSM159040.CEL.gz,0.702093810657191
GSM159045.CEL.gz,0.657958501782419
GSM159051.CEL.gz,0.561708425238471
GSM159052.CEL.gz,0.717995480868037
GSM159056.CEL.gz,0.72359729968794
GSM159060.CEL.gz,0.667720879181642
GSM159062.CEL.gz,0.784995283723908
GSM159063.CEL.gz,0.771802156149336
GSM159069.CEL.gz,0.782871337107417
GSM159071.CEL.gz,0.808407838886632
GSM159080.CEL.gz,0.827801255736254
GSM159087.CEL.gz,0.658399506223722
GSM159099.CEL.gz,0.806163357263393
GSM159102.CEL.gz,0.551957658347122
GSM159103.CEL.gz,0.80368870717655
GSM159117.CEL.gz,0.719324371208583
GSM159121.CEL.gz,0.629059290844044
GSM159126.CEL.gz,0.703959173940345
GSM159131.CEL.gz,0.697575876114081
GSM159134.CEL.gz,0.548966686165439
GSM159139.CEL.gz,0.707387635575874
GSM159141.CEL.gz,0.748313286894533
GSM159144.CEL.gz,0.747194289026148
GSM159146.CEL.gz,0.778150744124288
GSM159152.CEL.gz,0.721978362222627
GSM159155.CEL.gz,0.7608855809249
GSM159160.CEL.gz,0.484751040263301
GSM159161.CEL.gz,0.817017381266225
GSM159162.CEL.gz,0.745653980726181
GSM159163.CEL.gz,0.78938428540891
GSM159169.CEL.gz,0.715419217888601
GSM158712.CEL.gz,0.598909535420648
GSM158714.CEL.gz,0.728321046369946
GSM158716.CEL.gz,0.454273943856257
GSM158719.CEL.gz,0.569775470350561
GSM158721.CEL.gz,0.524679521240315
GSM158722.CEL.gz,0.648553582223289
GSM158725.CEL.gz,0.796938984620439
GSM158728.CEL.gz,0.611743731488335
GSM158742.CEL.gz,0.798429272442054
GSM158750.CEL.gz,0.626611619618114
GSM158752.CEL.gz,0.630027320244081
GSM158756.CEL.gz,0.820039791482918
GSM158773.CEL.gz,0.557381448268215
GSM158775.CEL.gz,0.757555339471731
GSM158781.CEL.gz,0.623845032762138
GSM158782.CEL.gz,0.735665442838596
GSM158791.CEL.gz,0.760263942176579
GSM158799.CEL.gz,0.58155628530828
GSM158803.CEL.gz,0.806482565167537
GSM158810.CEL.gz,0.680035932370635
GSM158811.CEL.gz,0.660386038355262
GSM158812.CEL.gz,0.666485742661588
GSM158813.CEL.gz,0.605509662818283
GSM158814.CEL.gz,0.577617473106911
GSM158820.CEL.gz,0.728026322880965
GSM158830.CEL.gz,0.78287444804604
GSM158833.CEL.gz,0.635833015175554
GSM158839.CEL.gz,0.752838395750155
GSM158841.CEL.gz,0.648583165062037
GSM158849.CEL.gz,0.654243109891572
GSM158851.CEL.gz,0.630659598554392
GSM158853.CEL.gz,0.660536309025357
GSM158859.CEL.gz,0.64359345319068
GSM158860.CEL.gz,0.678197560518426
GSM158861.CEL.gz,0.540209503240243
GSM158863.CEL.gz,0.550489242890874
GSM158873.CEL.gz,0.453694657582595
GSM158877.CEL.gz,0.721448015049597
GSM158878.CEL.gz,0.631327934400855
GSM158885.CEL.gz,0.621517418696149
GSM158888.CEL.gz,0.735539716035665
