,X213241_at
273,9.78678036764746
274,9.35932133851517
275,7.62224866423593
276,9.02627859462475
277,7.29610987977758
278,7.46210153359325
279,7.82452541332044
280,9.03553141977147
281,5.99503082766579
282,8.85827231288668
283,8.41154638748043
284,9.31737645958267
285,7.57307012155602
286,9.23306560032271
287,8.92460928444903
288,6.03192266804235
289,7.84028239702657
290,9.55380736483725
291,8.26444516343387
292,8.92451346948592
293,7.79337109529612
294,8.12988118936189
295,7.6405788932864
296,9.71173042258075
297,9.29786433622415
298,9.15554925384546
299,8.50062895853258
300,9.05581106358899
301,8.96563148277885
302,6.66749374906109
303,10.0984890175563
304,9.12492089711321
305,9.55793013074001
306,10.2133681472663
307,9.50167800709204
308,6.17084880148214
309,9.82495172650385
310,9.20287195518497
311,5.85309102991546
312,9.76073652427069
313,10.337980507008
314,10.7997014055529
315,8.19932677541732
316,9.60921991749644
317,10.342413527584
318,8.44866283206385
319,9.43172862712384
320,9.15647849510373
321,11.1325468194129
322,7.99504504117475
323,7.32915132123262
324,10.6171051997332
325,9.71774760332537
326,9.15562232504021
327,10.9136064521741
328,10.222027914891
329,9.94791560329592
330,8.50644114222893
331,7.47572444032738
332,8.20860113232406
333,10.540557759815
334,7.64690450195172
335,7.99132969617583
336,7.76573954427233
337,9.61906237277314
338,9.96707048857087
339,8.60621354848399
340,10.7108860073346
341,10.7944372112053
342,9.79924780164428
343,7.82013092948478
344,9.61145338537779
345,9.26828166994625
346,9.12192044267332
347,8.70450739321583
348,7.4749427299874
349,9.30292407304674
350,8.71494548018043
351,9.43188158859747
352,6.24835413280734
353,7.24944389541798
354,8.42072309817218
355,9.24419961196603
356,10.4362457142752
357,10.8450630327116
358,9.55859768184574
359,10.3490101024681
360,9.95887062726438
361,9.46323351180834
362,11.0006162414718
363,10.8119794531001
364,9.74625051797454
365,7.3382734964135
366,10.5641239273313
367,9.94975478192708
368,10.4434052652112
369,10.6795940948857
370,10.1576509858953
371,8.78130376727019
372,9.4300982886103
373,10.5554533377074
374,10.2097480249114
375,8.77149488182504
376,8.90130332090614
377,9.84092716579032
378,9.32673167741595
379,9.84915797299463
380,8.96661585345685
381,8.729004804606
382,9.82167910941374
383,9.19528713685554
384,7.68628210559855
385,8.51769164774017
386,9.37703636954329
387,9.66510566525088
388,10.1952502414463
389,8.39008993855642
390,9.86927636304387
391,9.81224021257434
392,9.2304129267664
393,9.41347114051228
394,6.83908477526386
395,8.05786533575958
396,7.77798397677801
397,9.26131967270198
398,10.3185836613923
399,6.94167269711706
400,9.81718651361854
401,9.07770110860813
402,10.154911037949
403,10.8182283768577
404,9.16467805516577
405,10.4538276023102
406,10.4104079395717
407,9.731861192065
408,6.96187377639922
409,11.7583041925864
410,7.00376818091472
411,10.7979277817911
412,6.95223911883132
413,6.17936451490571
414,8.84069376997991
415,9.56222613588825
416,10.7927323326759
417,6.76746135667632
418,10.047531975482
419,9.64901852314486
420,10.0898789788111
421,10.8804863525523
422,9.4787993896583
423,8.71776290859724
424,9.64698496296626
425,9.18869770121009
426,9.46141577030726
427,9.24186565443998
428,8.87658134580838
429,7.56046856102638
430,10.1990151075812
431,8.76943926619771
432,9.41537625276985
433,6.98533572386715
434,9.61944593175246
435,10.3022291842587
436,8.45673857703706
437,9.73204772096027
438,8.71845435037314
439,8.94378031239501
440,10.416448245991
441,9.44606304043521
442,8.73538995907529
443,8.77438429739754
444,9.35263880045643
445,10.1457938560796
446,9.09499617690083
